index,label,score
0,nominal,-2767
1,nominal,-4841
2,nominal,-4483
3,nominal,-3796
4,anomaly,-4110
5,nominal,-4827
6,nominal,-3111
7,nominal,-4186
8,nominal,-4563
9,nominal,-4250
10,nominal,-3101
11,nominal,-4587
12,nominal,-3419
13,nominal,-2923
14,nominal,-3134
15,nominal,-4101
16,nominal,-3592
17,nominal,-3429
18,nominal,-4747
19,nominal,-3890
20,nominal,-3712
21,nominal,-3995
22,nominal,-5122
23,anomaly,-3524
24,nominal,-3986
25,nominal,-4098
26,nominal,-3749
27,nominal,-4037
28,nominal,-4207
29,nominal,-4579
30,nominal,-4522
31,nominal,-4797
32,nominal,-6260
33,anomaly,-4314
34,nominal,-2572
35,nominal,-4916
36,nominal,-3289
37,nominal,-4414
38,nominal,-4994
39,nominal,-3915
40,nominal,-3215
41,nominal,-3531
42,nominal,-4871
43,nominal,-4874
44,anomaly,-3198
45,nominal,-3577
46,nominal,-3429
47,nominal,-3968
48,nominal,-4359
49,nominal,-3543
50,anomaly,-4651
51,nominal,-4977
52,anomaly,-6375
53,nominal,-4590
54,nominal,-5569
55,anomaly,-6166
56,nominal,-4517
57,nominal,-4282
58,nominal,-4686
59,nominal,-4785
60,nominal,-5219
61,nominal,-5550
62,anomaly,-6050
63,nominal,-4049
64,nominal,-4923
65,nominal,-4053
66,nominal,-4382
67,nominal,-3327
68,nominal,-3466
69,anomaly,-8711
70,nominal,-4645
71,nominal,-4899
72,nominal,-5331
73,nominal,-4770
74,nominal,-3299
75,nominal,-4594
76,nominal,-3282
77,anomaly,-6611
78,nominal,-4037
79,nominal,-3012
80,nominal,-4424
81,nominal,-4529
82,nominal,-4391
83,nominal,-3479
84,nominal,-4770
85,nominal,-3915
86,nominal,-3975
87,nominal,-4134
88,nominal,-5082
89,nominal,-4316
90,nominal,-7789
91,nominal,-6073
92,nominal,-4273
93,nominal,-4147
94,anomaly,-5183
95,anomaly,-6771
96,nominal,-6223
97,nominal,-5710
98,nominal,-4306
99,nominal,-3676
100,nominal,-4167
101,nominal,-5575
102,anomaly,-4134
103,nominal,-3288
104,anomaly,-4894
105,nominal,-3073
106,nominal,-3815
107,nominal,-5955
108,nominal,-3504
109,nominal,-2883
110,nominal,-6427
111,nominal,-4034
112,nominal,-3139
113,nominal,-5736
114,nominal,-3286
115,nominal,-2933
116,nominal,-4060
117,anomaly,-4927
118,nominal,-4581
119,nominal,-5321
120,nominal,-2959
121,nominal,-2980
122,nominal,-4451
123,anomaly,-3488
124,anomaly,-4902
125,nominal,-4983
126,nominal,-3424
127,nominal,-4980
128,nominal,-4523
129,nominal,-5356
