index,label,score
0,nominal,16022
1,nominal,16305
2,nominal,13645
3,nominal,17113
4,nominal,16863
5,nominal,16662
6,nominal,15459
7,nominal,17346
8,anomaly,14850
9,nominal,16096
10,nominal,16260
11,nominal,14904
12,nominal,16292
13,nominal,16721
14,nominal,15667
15,nominal,17760
16,nominal,16065
17,nominal,16056
18,anomaly,15720
19,nominal,15193
20,nominal,14367
21,nominal,16785
22,nominal,17050
23,nominal,15176
24,nominal,16331
25,nominal,15813
26,nominal,17432
27,anomaly,14568
28,nominal,16327
29,nominal,14550
30,anomaly,13492
31,nominal,16360
32,nominal,16988
33,nominal,16306
34,nominal,16190
35,nominal,15390
36,nominal,16127
37,nominal,15333
38,nominal,17564
39,anomaly,13321
40,nominal,16388
41,nominal,16790
42,nominal,15537
43,nominal,15762
44,nominal,16491
45,anomaly,14528
46,nominal,16730
47,nominal,17114
48,nominal,15834
49,nominal,16696
50,nominal,15817
51,nominal,14355
52,nominal,14216
53,nominal,16634
54,nominal,15989
55,nominal,15894
56,nominal,16675
57,nominal,15719
58,nominal,15503
59,nominal,17320
60,nominal,15655
61,nominal,15785
62,nominal,16417
63,nominal,16830
64,anomaly,14620
65,anomaly,14881
66,nominal,15507
67,nominal,16677
68,nominal,17170
69,nominal,15816
70,nominal,15636
71,nominal,16261
72,anomaly,15417
73,nominal,16362
74,nominal,15439
75,nominal,14291
76,nominal,17906
77,nominal,15714
78,nominal,16082
79,nominal,14499
80,anomaly,13351
81,anomaly,15788
82,nominal,17182
83,nominal,17203
84,nominal,16318
85,nominal,15050
86,nominal,16806
87,nominal,14795
88,nominal,17590
89,anomaly,14087
90,anomaly,15168
91,nominal,14867
92,nominal,16660
93,nominal,14687
94,nominal,16227
95,nominal,15293
96,anomaly,15558
97,nominal,16729
98,nominal,16538
99,nominal,16597
100,nominal,15926
101,nominal,13867
102,nominal,17020
103,nominal,14554
104,anomaly,15259
105,nominal,16231
106,nominal,17893
107,nominal,16000
108,nominal,16280
109,nominal,16028
110,nominal,15968
111,anomaly,14281
112,nominal,16876
113,nominal,15675
114,nominal,13681
115,nominal,15995
116,nominal,17542
117,nominal,17215
118,nominal,16108
119,nominal,17895
120,nominal,16875
121,nominal,15960
122,nominal,15270
123,nominal,16965
124,anomaly,14668
125,nominal,15355
126,nominal,16682
127,anomaly,16037
128,anomaly,15647
129,nominal,15994
130,nominal,16759
131,anomaly,14587
132,nominal,16184
133,nominal,17587
134,nominal,15440
135,nominal,15801
136,nominal,15354
137,nominal,17567
138,nominal,16039
139,nominal,14421
140,nominal,16285
141,nominal,16347
142,nominal,16905
143,nominal,16893
144,anomaly,16533
145,nominal,16971
146,nominal,16379
147,nominal,14993
148,nominal,18299
149,nominal,17198
150,nominal,15655
151,nominal,17482
152,nominal,15027
153,nominal,16798
154,nominal,17428
155,nominal,15683
156,nominal,16310
157,anomaly,13735
158,nominal,16019
159,nominal,16891
160,anomaly,13295
161,nominal,15011
162,nominal,16978
163,nominal,16254
164,nominal,17058
165,nominal,17620
166,nominal,15577
167,nominal,15008
168,nominal,15851
169,nominal,16635
170,nominal,15576
171,nominal,16991
172,nominal,16317
173,nominal,17868
174,nominal,15061
175,nominal,15577
176,nominal,16787
177,nominal,14523
178,nominal,17271
179,nominal,17213
180,nominal,18506
181,nominal,14855
182,nominal,15576
183,nominal,14719
184,nominal,16050
185,nominal,16843
186,nominal,17197
187,nominal,15158
188,nominal,17225
189,nominal,15781
190,nominal,15557
191,nominal,15957
192,nominal,15466
193,nominal,15160
194,nominal,16264
195,nominal,18172
196,nominal,15998
197,nominal,16486
198,nominal,14580
199,nominal,15837
200,nominal,16020
201,nominal,15359
202,nominal,15798
203,nominal,16829
204,nominal,16903
205,nominal,15233
206,nominal,15485
207,nominal,15975
208,nominal,16901
209,nominal,16524
210,anomaly,14778
211,nominal,15114
212,nominal,16272
213,nominal,14977
214,nominal,17696
215,nominal,17314
216,nominal,17010
217,nominal,16226
218,nominal,15097
219,nominal,16382
220,nominal,17256
221,anomaly,13650
